vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk
13.31,99.29,55.92,2314.07,24.3,1.2,44.6,7,M20,4.94,0.76,High
9.7,76.14,11.1,3011.37,73.0,11.8,48.2,2,M20,15.06,0.53,Low
4.32,94.34,24.27,482.1,22.3,-2.3,87.3,5,M40,11.22,0.32,Low
12.25,72.23,84.18,1282.31,66.8,17.4,21.3,4,M20,0.99,1.01,High
12.93,50.28,82.21,3079.83,66.2,6.3,72.4,9,M40,6.88,0.62,Medium
12.71,115.0,71.41,785.63,57.1,11.1,91.6,2,M30,0.49,0.3,Medium
13.79,65.39,6.65,366.02,42.7,-4.3,73.0,7,M40,8.95,1.05,Low
3.82,73.01,32.8,2779.6,9.9,15.7,94.5,7,M40,6.48,0.46,Low
11.34,27.24,58.38,2940.65,40.4,49.0,71.6,7,M20,17.2,1.01,High
6.94,75.45,28.39,653.02,27.4,9.7,22.6,1,M30,7.69,0.82,Low
12.64,69.02,82.31,3004.78,59.6,42.6,82.0,8,M20,9.38,0.41,High
10.94,23.0,58.88,2435.01,57.1,40.6,41.3,2,M30,18.13,0.28,High
11.66,8.09,11.11,1868.28,68.4,47.1,53.5,5,M20,12.02,0.85,Low
9.86,72.92,82.27,2922.85,2.1,37.4,43.4,2,M30,13.91,0.23,High
2.7,91.88,86.41,1525.45,60.9,29.6,40.1,5,M20,21.03,0.27,High
8.2,63.28,11.61,759.58,70.4,41.4,52.4,7,M50,5.17,0.97,Low
14.77,27.99,50.25,1068.5,59.4,-5.5,48.4,6,M30,24.73,0.79,Medium
14.06,80.32,30.79,1817.56,10.6,17.8,67.5,5,M50,22.5,0.56,Low
0.7,10.53,38.39,1906.52,7.0,49.4,81.0,4,M20,7.16,0.79,Medium
2.51,53.58,20.27,2838.97,2.5,36.2,42.3,8,M30,22.32,0.85,Low
2.02,20.44,54.14,2790.6,47.5,47.7,36.0,8,M30,18.85,0.82,Medium
10.9,22.95,86.43,2076.65,47.6,36.8,70.0,1,M30,23.27,0.91,High
12.28,25.07,47.76,2754.67,74.0,42.5,70.3,10,M40,17.28,1.23,Medium
3.24,47.02,12.05,752.03,30.5,32.4,87.6,2,M50,16.86,0.63,Low
7.61,7.09,57.7,270.22,25.6,35.6,21.2,3,M20,0.09,0.53,High
12.62,48.34,33.92,3070.35,47.2,21.4,84.0,1,M50,11.87,0.24,Low
11.01,61.89,77.75,356.89,62.1,45.5,59.1,3,M40,5.01,0.36,Medium
8.16,58.51,41.95,938.74,70.3,39.5,66.6,10,M50,8.1,0.32,Low
8.88,46.55,21.39,2464.08,60.4,40.6,26.9,8,M30,24.47,0.57,Low
7.65,100.86,21.24,1492.12,32.6,30.4,52.4,4,M50,2.14,0.87,Low
4.5,18.29,70.34,3079.47,48.0,8.3,37.0,7,M40,18.06,0.25,Medium
8.5,61.18,27.57,1113.13,64.4,-7.9,39.1,7,M20,4.32,1.0,Low
10.35,8.38,70.21,140.36,37.3,46.1,57.8,5,M30,0.19,0.64,Medium
13.11,9.47,22.5,1122.23,17.0,25.2,80.9,1,M20,12.54,1.26,Medium
9.56,69.29,32.34,2065.46,13.6,7.9,75.8,10,M30,4.03,0.83,Low
11.43,68.36,44.57,1378.19,1.0,-1.1,64.3,4,M40,24.14,1.05,Medium
2.44,105.49,85.17,1918.57,54.1,39.8,60.5,7,M40,5.09,1.15,Medium
6.95,67.39,84.2,3080.43,9.2,40.2,52.0,5,M40,4.8,1.18,Medium
0.19,115.22,22.58,3202.45,19.0,38.9,93.0,2,M30,0.8,0.77,Low
3.74,6.79,35.45,1004.31,23.0,28.7,62.0,8,M20,8.25,0.64,Medium
10.91,12.66,17.7,1671.28,42.5,12.0,39.0,2,M20,0.6,0.82,Low
14.88,6.24,48.35,1967.09,30.4,8.2,37.3,8,M40,12.47,0.64,Medium
1.53,23.05,44.15,3326.98,50.9,-9.5,65.9,2,M20,12.64,0.46,Medium
6.05,65.41,81.56,3495.3,5.1,40.0,59.2,5,M20,1.33,0.56,High
12.01,77.82,84.05,900.38,10.2,-4.8,20.6,4,M30,6.0,0.46,High
3.1,6.42,37.6,2571.73,37.9,27.8,82.3,1,M20,20.8,0.5,Medium
8.35,113.57,46.8,1385.31,25.9,20.2,72.8,8,M20,11.56,0.3,Medium
11.01,101.22,81.18,127.57,22.9,21.6,69.6,10,M20,10.87,0.67,High
9.26,36.3,73.57,131.46,6.0,45.6,25.2,3,M50,17.47,0.46,Medium
2.86,10.19,5.31,1665.92,67.3,-8.1,47.2,4,M20,17.87,0.69,Low
5.36,21.22,32.21,1760.34,52.2,36.4,90.2,4,M40,19.05,1.07,Low
11.77,16.11,40.85,176.74,10.0,-6.9,84.7,5,M20,20.76,0.69,Medium
8.34,15.67,24.53,2435.55,5.8,-7.7,41.4,3,M40,5.81,1.25,Low
0.13,62.71,21.96,1099.61,73.1,15.8,31.8,9,M30,1.66,0.36,Low
11.43,30.26,8.21,2003.64,51.4,-6.2,53.7,4,M40,9.51,1.14,Low
0.58,43.62,59.69,1123.12,31.9,37.3,46.7,10,M40,21.38,0.47,Low
11.2,118.75,27.31,668.26,52.9,21.8,71.2,4,M30,1.95,1.23,Low
3.08,82.43,9.45,1484.39,57.0,-8.3,92.5,6,M50,14.4,0.45,Low
14.37,113.93,24.63,889.73,58.7,-7.6,47.2,8,M30,17.53,1.02,Low
5.55,17.96,73.16,1918.32,36.4,26.8,24.7,7,M40,12.04,0.27,Medium
4.94,46.47,77.38,776.02,32.8,38.4,87.3,4,M30,6.38,0.89,High
2.28,67.01,46.06,1828.58,1.8,16.3,22.8,4,M50,8.16,0.44,Low
4.62,10.13,40.37,635.09,69.6,23.3,91.5,5,M40,1.79,0.94,Low
13.16,1.5,88.12,2381.31,45.6,38.0,69.8,10,M20,7.31,0.9,High
14.95,80.78,22.05,2663.39,16.0,26.6,90.6,5,M30,1.11,1.22,Low
5.56,77.38,23.31,475.34,69.1,3.5,35.0,1,M40,18.16,0.89,Low
6.76,49.88,29.81,1690.53,68.7,26.8,23.1,8,M40,22.45,0.65,Low
10.84,59.27,19.68,340.96,74.2,27.7,56.6,10,M50,15.84,0.41,Low
13.3,50.44,37.25,2133.82,65.7,34.0,53.8,5,M20,16.42,0.92,High
8.92,3.86,82.42,998.97,74.8,27.3,44.9,3,M30,11.8,0.33,High
5.9,40.91,57.3,1893.92,19.1,48.2,91.8,3,M30,3.9,1.11,Medium
6.22,22.07,40.02,1859.37,63.3,1.8,81.7,4,M20,0.19,0.47,Medium
10.45,12.71,84.42,3242.8,61.9,47.1,69.6,7,M30,8.6,0.78,High
0.1,114.85,9.12,1966.88,18.1,22.3,32.2,5,M30,18.79,0.86,Low
9.31,72.32,22.87,2082.19,8.3,30.3,75.1,1,M20,24.01,0.6,Medium
5.36,87.71,53.1,1465.62,73.5,-4.0,74.5,5,M20,10.78,0.93,High
11.92,38.53,57.32,3326.87,22.9,12.8,51.9,5,M20,9.13,0.48,High
1.44,47.78,8.36,2742.43,65.4,36.2,89.4,6,M40,11.15,0.24,Low
8.84,29.19,39.26,1070.38,1.3,32.4,32.5,7,M30,10.69,1.26,Low
7.24,12.54,60.18,2970.31,2.6,-7.6,40.1,5,M20,15.65,0.55,High
9.65,22.3,64.34,1570.15,35.5,22.8,24.7,2,M30,18.35,0.98,High
1.02,95.9,59.24,2917.47,18.7,-4.7,79.7,2,M20,19.62,0.76,High
8.72,81.63,32.25,2897.82,52.0,49.8,66.6,4,M50,16.24,0.94,Low
8.44,66.08,12.95,742.16,42.9,43.8,43.6,1,M20,10.94,0.32,Low
8.43,57.54,41.3,2483.88,6.7,-8.7,32.3,7,M40,23.75,0.77,Low
9.07,110.77,15.94,1088.19,13.0,41.5,23.0,1,M30,17.78,0.63,Low
10.16,9.66,85.55,1111.48,29.7,45.2,32.5,3,M40,10.67,0.7,Medium
12.08,34.39,45.39,1107.58,14.7,11.2,54.0,10,M20,11.16,1.26,Medium
4.08,42.64,31.97,2566.93,59.6,33.2,38.5,7,M20,20.45,0.35,Medium
12.38,94.11,70.14,881.41,31.8,16.5,39.4,6,M40,11.01,1.03,Medium
7.5,119.11,47.33,103.08,7.9,29.3,85.7,7,M20,12.91,0.56,Medium
1.2,29.64,31.35,2531.81,36.8,10.4,58.6,5,M40,7.29,0.52,Low
0.93,105.04,74.02,682.03,7.7,9.4,74.7,8,M30,20.97,0.5,Medium
5.05,99.84,78.71,455.24,10.5,15.5,22.7,6,M40,13.06,0.58,Medium
11.78,27.73,62.21,907.55,18.7,-1.3,47.4,4,M50,13.81,0.59,Medium
10.63,48.52,8.99,1391.66,64.6,39.9,55.9,1,M50,22.02,0.5,Low
11.84,49.75,53.14,1718.08,69.4,10.9,34.0,2,M30,23.01,0.93,High
7.78,117.41,69.88,251.54,62.1,14.0,29.0,6,M30,20.6,0.25,Medium
6.63,22.53,16.6,3399.95,25.7,43.6,85.3,4,M50,1.63,0.57,Low
2.25,96.1,24.44,2534.61,21.2,19.8,90.5,3,M40,11.09,0.51,Low
4.96,40.77,80.01,1198.86,41.6,22.7,25.9,7,M20,8.58,1.03,High
6.54,87.97,6.71,1183.57,54.4,47.4,46.2,7,M30,5.34,0.36,Low
1.37,50.98,68.98,1625.04,74.5,43.2,91.9,2,M20,22.72,1.23,High
3.35,69.82,45.27,2229.23,10.7,0.2,26.2,8,M50,22.25,0.39,Low
8.99,100.08,42.98,597.67,4.6,18.4,68.3,1,M20,11.63,0.61,Medium
11.05,96.7,5.6,742.36,52.4,48.3,92.9,10,M30,3.36,0.42,Low
14.98,104.1,74.65,3022.08,62.6,12.3,93.4,7,M40,0.33,0.52,Medium
14.0,8.09,35.59,971.27,63.6,12.3,55.3,10,M50,10.96,1.04,Low
9.66,83.35,50.97,1392.66,51.2,1.7,32.2,1,M40,1.0,0.72,Medium
6.35,17.66,62.57,3062.32,71.6,-3.1,35.2,3,M20,15.24,0.38,High
9.56,50.48,64.72,2354.7,38.8,34.4,86.7,3,M30,15.21,0.25,High
11.8,66.28,86.26,1261.82,68.6,36.2,88.4,10,M50,22.47,0.45,Medium
1.82,48.93,50.16,2424.58,72.6,48.1,65.6,2,M40,4.75,1.24,Medium
6.18,62.83,38.98,166.92,63.7,36.4,77.5,10,M40,9.28,1.13,Low
12.61,119.59,86.06,2601.19,23.9,4.6,75.5,5,M40,21.49,0.68,High
5.79,17.09,59.58,1755.85,15.5,-7.6,69.6,4,M30,11.86,0.73,Medium
8.6,81.38,30.34,2864.82,41.6,49.1,82.0,6,M40,1.49,1.19,Low
8.84,48.12,15.75,3345.77,34.5,10.4,71.4,2,M20,2.77,0.85,Low
2.81,16.83,76.62,3247.68,66.0,8.7,60.1,4,M30,20.34,1.17,High
5.47,19.89,35.79,3191.5,8.4,44.4,37.8,7,M40,18.59,0.74,Low
5.05,113.96,61.14,1841.38,20.1,25.1,75.8,1,M20,21.9,0.42,High
0.44,105.67,45.02,1324.48,56.6,2.9,55.5,3,M30,2.97,1.0,Low
0.41,108.94,21.91,1681.12,8.0,43.3,42.1,1,M20,19.01,0.78,Low
12.48,118.99,56.14,2445.65,24.7,49.6,80.1,2,M20,16.38,0.94,High
4.13,25.79,10.16,3105.59,29.6,-4.8,72.3,9,M40,5.81,0.37,Low
7.8,43.3,40.13,803.75,47.1,41.7,90.3,10,M40,24.35,0.91,Low
4.52,80.64,51.46,3221.86,12.7,13.4,32.4,5,M20,14.26,0.62,High
14.11,58.57,42.06,2871.61,64.7,21.4,68.7,4,M30,22.67,0.57,Medium
3.93,50.79,68.64,3428.11,34.1,44.9,38.3,4,M30,21.48,0.94,High
6.47,43.58,75.37,3092.86,68.9,48.4,87.8,8,M20,8.33,0.85,High
13.1,71.66,70.56,1051.79,35.6,5.7,27.5,3,M40,13.4,0.91,Medium
12.64,69.5,8.3,460.25,21.4,2.8,69.2,4,M30,10.78,1.26,Low
2.83,20.21,21.5,481.62,11.5,-5.2,79.3,2,M40,17.73,0.97,Low
12.05,57.14,50.61,1090.16,1.3,23.7,46.6,6,M20,14.7,0.9,High
6.9,66.86,84.46,2188.22,40.4,-9.2,91.6,9,M30,19.62,0.87,High
7.27,68.86,75.97,2834.69,8.9,14.7,83.8,4,M20,0.29,0.64,High
2.05,26.0,76.62,3157.45,30.0,-5.6,42.1,6,M20,17.19,1.12,High
1.25,89.33,30.77,2220.76,44.6,14.3,20.6,4,M40,7.98,0.62,Low
10.93,4.0,41.5,119.15,21.4,-7.6,42.2,2,M20,5.61,0.97,Medium
7.47,43.22,45.01,733.48,14.0,40.1,41.1,6,M20,20.03,0.52,Medium
6.58,93.85,18.38,439.07,58.3,2.6,86.7,7,M50,2.23,0.36,Low
10.96,68.1,7.64,1335.3,71.1,9.7,92.5,4,M30,5.71,0.34,Low
11.49,32.08,85.49,1804.59,8.4,42.2,25.3,7,M20,5.09,0.9,High
2.43,83.7,25.46,247.55,12.5,34.8,55.3,8,M50,10.5,0.56,Low
9.17,68.52,25.4,1284.83,72.0,3.1,61.1,3,M20,8.06,0.5,Low
2.07,95.75,12.09,709.21,3.8,-5.7,27.0,2,M40,18.01,0.85,Low
11.28,88.47,83.92,2300.04,73.3,32.9,48.3,5,M20,17.48,0.23,High
9.87,73.6,54.28,1678.53,1.3,13.4,43.8,2,M30,8.14,0.47,Medium
14.35,59.09,61.7,1784.08,65.7,36.0,60.2,10,M30,10.92,0.57,Medium
1.08,16.85,82.48,1554.15,23.7,16.7,69.6,5,M20,5.2,0.98,High
0.9,32.1,34.38,3350.47,70.5,10.8,72.8,10,M30,16.77,0.8,Low
4.27,50.87,57.83,830.1,24.5,17.1,30.3,6,M30,9.91,1.14,Medium
3.96,72.32,8.3,1856.66,49.4,34.9,81.0,8,M40,3.32,0.57,Low
3.74,62.13,20.88,2602.46,6.9,44.1,70.9,6,M40,3.18,0.53,Low
13.6,35.29,75.66,1993.27,18.9,-7.0,86.7,4,M30,8.06,0.24,High
3.78,1.77,70.18,3258.67,58.3,21.4,53.7,3,M30,18.68,1.25,High
4.12,60.05,34.8,1385.09,40.1,-8.0,87.0,2,M30,0.64,0.75,Low
11.4,34.99,37.03,1676.5,69.7,18.1,84.9,1,M40,6.44,0.75,Medium
6.77,88.42,50.35,400.98,32.7,43.1,52.9,2,M30,4.06,1.22,Medium
11.66,3.85,5.02,2170.6,65.4,11.7,48.6,2,M30,23.91,0.52,Low
1.03,70.59,25.51,1079.92,34.2,45.9,90.0,5,M30,17.63,0.57,Low
7.34,113.04,22.7,645.05,73.5,27.8,73.6,9,M50,5.83,0.92,Low
0.55,21.75,26.29,1951.41,72.0,46.0,89.6,1,M30,5.19,1.06,Low
0.99,57.13,73.5,1909.85,25.4,35.4,79.8,4,M20,21.45,0.97,High
13.6,11.88,28.77,357.96,66.6,-3.8,65.7,10,M30,4.76,1.07,Low
2.13,75.46,21.28,2473.93,63.7,3.9,28.7,7,M40,24.93,0.83,Low
8.01,66.51,47.86,2220.83,16.6,13.7,41.9,10,M40,7.06,1.15,Low
6.2,49.48,78.58,742.66,47.2,0.2,92.7,3,M40,2.11,0.81,Medium
5.24,63.04,25.51,1696.08,6.4,19.7,44.0,8,M40,17.27,0.45,Low
13.5,107.69,11.68,2549.1,62.9,18.3,27.0,3,M30,15.24,0.8,Low
0.38,24.36,35.29,1900.08,13.9,47.4,73.1,8,M30,25.0,0.98,Low
9.97,3.69,68.55,1444.66,6.2,16.0,75.1,2,M40,20.05,0.92,Medium
14.45,103.54,51.81,1195.95,30.6,37.1,41.4,5,M20,10.72,0.47,High
8.42,69.68,74.43,2175.34,43.7,46.5,42.3,4,M30,16.92,0.25,High
14.06,106.99,86.57,3292.97,64.3,42.6,55.2,9,M40,20.45,0.48,High
0.83,72.04,72.38,2383.93,73.1,2.5,21.6,3,M40,12.84,1.28,Medium
6.31,97.41,56.32,354.14,33.5,19.8,79.2,5,M50,6.82,0.4,Low
3.94,52.13,46.93,1666.33,5.5,10.9,43.8,10,M50,5.25,0.71,Low
10.98,90.23,8.41,3128.8,56.4,14.0,84.0,9,M20,7.38,0.9,Low
14.72,109.65,88.67,421.17,42.8,11.6,80.2,6,M50,21.2,1.17,Medium
3.89,69.08,37.6,3462.18,34.1,39.6,69.6,2,M20,9.51,1.04,Medium
9.83,22.51,17.94,3326.84,23.9,17.1,44.4,1,M40,7.17,1.2,Low
3.01,32.99,61.67,366.13,38.2,21.4,58.7,1,M20,20.15,0.86,High
8.5,24.64,29.16,3273.61,26.1,48.9,53.4,7,M30,0.8,1.15,Low
6.99,30.38,54.79,1334.65,57.0,-6.4,45.4,2,M50,14.85,0.49,Low
14.58,37.46,54.88,2972.01,41.2,19.3,83.6,7,M20,21.84,0.67,High
9.15,67.06,42.89,1522.5,65.9,36.4,56.3,1,M40,10.25,1.13,Medium
5.28,70.97,76.07,1598.91,41.2,-0.9,82.5,4,M20,6.73,0.56,High
1.76,51.75,27.52,2256.43,18.6,26.7,27.9,10,M20,12.29,1.16,Low
2.31,74.24,43.13,2733.22,64.0,4.4,30.6,4,M30,17.94,0.6,Medium
3.42,10.71,50.7,214.88,42.2,42.0,93.3,5,M30,12.92,0.6,Medium
3.8,11.45,61.41,2116.73,16.3,9.6,64.1,10,M20,0.19,0.54,High
12.77,21.45,71.64,734.89,47.1,9.7,58.2,1,M30,1.96,0.8,High
8.44,62.65,38.56,1276.23,27.5,25.9,59.2,7,M40,18.03,0.34,Low
7.87,26.47,59.91,1283.09,63.5,1.0,36.1,2,M20,10.0,0.24,High
1.77,34.71,17.8,1694.81,34.5,7.1,73.9,2,M30,19.62,1.19,Low
12.91,48.64,84.28,1236.06,54.8,15.0,26.4,8,M50,16.24,1.22,Medium
10.86,97.61,37.56,465.03,8.1,11.2,63.0,9,M30,14.54,0.28,Low
1.06,2.65,67.01,595.14,30.3,21.5,62.8,6,M30,22.53,0.8,Medium
10.63,78.28,6.73,213.69,73.8,26.0,88.6,1,M40,0.53,0.79,Low
8.18,80.6,22.44,1698.85,60.8,24.0,59.5,1,M40,3.88,0.61,Low
1.27,96.04,46.4,3345.12,12.8,29.3,30.3,7,M40,15.61,0.83,Low
6.9,112.0,79.65,493.3,21.6,8.5,63.0,8,M50,1.65,0.7,Low
7.3,3.4,49.82,3317.3,25.4,-2.4,26.8,3,M20,16.12,0.74,High
2.53,19.3,84.04,2593.43,49.1,35.6,35.3,9,M50,24.6,1.03,Medium
14.19,106.45,46.12,2267.5,57.0,41.0,22.3,4,M50,21.97,0.78,Medium
12.76,55.56,46.69,2293.94,56.5,5.4,58.5,4,M40,14.77,0.56,Medium
10.05,68.19,15.18,2910.87,38.7,14.4,26.3,3,M30,22.35,0.84,Low
6.96,79.9,73.23,463.53,61.0,19.9,55.2,8,M40,2.91,0.9,Medium
6.21,81.81,25.99,1816.16,33.3,22.0,90.0,9,M20,11.37,0.93,Low
9.78,111.88,81.47,2470.11,10.2,29.6,74.0,1,M40,10.72,0.88,Medium
8.2,119.64,82.42,2095.19,42.8,-7.5,25.8,2,M20,8.41,0.93,High
0.98,86.7,85.18,2931.45,71.5,33.3,36.8,1,M40,0.01,0.54,Medium
7.71,35.18,49.22,345.72,59.7,-6.3,70.5,4,M30,22.28,0.69,Medium
12.11,105.69,62.55,2448.38,43.8,18.1,87.1,10,M20,19.44,0.94,High
6.92,6.86,71.17,1915.69,48.9,39.7,22.5,7,M40,16.32,1.03,Medium
0.83,28.5,16.14,1389.15,69.9,17.1,80.9,7,M30,3.22,0.68,Low
11.8,107.79,56.08,1256.93,32.7,-1.1,62.1,6,M40,9.46,0.6,Medium
3.06,31.49,7.92,2210.83,25.5,49.1,61.0,5,M20,23.11,0.99,Low
3.92,27.26,47.29,3129.38,73.3,43.4,91.8,4,M40,15.42,0.44,Medium
2.51,17.44,18.16,1787.0,64.9,36.3,76.1,8,M30,15.09,0.21,Low
4.99,103.23,20.55,2904.06,24.9,14.7,83.8,7,M30,22.83,0.72,Low
11.36,60.51,36.03,1467.33,35.3,1.0,46.5,10,M30,14.0,0.39,Low
7.81,81.31,41.76,448.14,31.7,46.5,61.6,1,M40,14.94,0.62,Low
3.11,29.45,57.97,309.12,12.0,21.9,66.2,6,M40,8.64,0.52,Low
13.17,91.21,11.33,274.54,71.9,41.1,44.1,2,M30,9.29,1.05,Low
13.2,91.44,47.81,1392.51,30.9,10.5,62.8,4,M30,17.14,0.56,Medium
13.07,38.2,20.52,1246.61,65.8,10.1,37.7,5,M30,8.01,0.9,Low
3.62,49.87,53.79,2540.99,15.0,49.1,30.8,8,M50,13.98,0.94,Low
6.8,25.95,59.18,2625.59,41.5,21.3,48.0,6,M40,6.98,0.7,Medium
14.78,117.21,52.32,272.9,2.8,-1.6,75.4,2,M30,4.15,0.29,Medium
11.59,77.83,67.76,851.82,57.6,3.2,88.7,5,M30,11.36,0.97,High
0.46,112.21,33.53,1032.49,44.0,18.9,54.3,5,M30,5.44,0.28,Low
1.02,37.1,70.03,1961.88,47.3,-7.5,68.2,6,M40,22.46,0.31,Medium
6.99,94.05,41.79,591.35,4.8,17.8,27.7,1,M20,7.59,0.42,Medium
13.64,92.14,46.16,555.4,16.6,15.1,87.8,8,M40,14.94,0.51,Low
8.1,83.31,60.09,3308.88,6.5,36.8,62.6,3,M20,6.59,1.13,High
7.49,115.91,6.56,2834.29,22.4,11.3,78.5,5,M20,6.45,0.94,Low
1.63,47.83,60.59,714.23,47.4,49.0,79.6,7,M20,8.77,0.63,High
9.87,16.56,57.58,1482.33,42.9,0.8,39.2,3,M40,22.9,1.28,Medium
12.34,80.93,31.34,1309.11,46.3,25.5,59.7,10,M50,9.79,0.47,Low
5.74,87.79,12.29,2789.41,41.6,-4.6,92.0,6,M20,20.53,0.87,Low
11.65,69.43,12.73,1834.72,21.2,34.0,26.7,5,M30,4.93,1.13,Low
14.47,25.61,83.47,534.69,19.1,49.7,71.2,7,M20,1.2,1.08,High
3.1,61.03,63.59,2612.57,11.1,39.1,92.2,10,M40,19.54,0.3,Medium
7.87,38.15,15.8,1449.42,63.8,23.3,42.5,3,M40,13.55,0.97,Low
4.34,51.87,35.32,993.94,46.6,19.1,84.6,2,M20,12.59,0.48,Medium
11.9,77.78,55.36,1376.7,14.8,40.1,90.0,4,M20,6.81,0.59,High
8.69,89.68,76.02,1792.37,14.1,46.2,76.0,3,M40,1.81,0.74,Medium
9.54,28.63,8.71,1266.59,65.6,49.4,37.3,4,M40,12.07,1.07,Low
11.98,49.23,25.11,922.48,56.0,13.8,45.1,7,M20,21.68,0.38,Low
5.97,33.03,80.63,1454.91,49.8,49.5,22.7,5,M30,3.0,0.32,High
13.73,24.64,5.78,165.19,31.1,-0.6,82.4,4,M40,23.23,0.37,Low
8.02,94.22,22.12,2726.49,20.4,5.2,83.7,6,M30,6.87,0.44,Low
2.41,109.2,86.52,681.21,73.5,-4.7,67.5,7,M30,13.3,0.27,High
10.45,45.06,57.14,249.28,60.0,6.3,46.4,5,M30,1.66,1.22,Medium
11.91,90.4,27.24,2322.58,23.3,36.1,25.8,7,M30,10.63,0.55,Low
4.79,107.74,10.69,2731.38,63.7,41.2,76.5,3,M30,3.15,0.39,Low
12.86,101.69,7.4,2867.02,57.2,36.7,74.5,7,M50,1.2,0.9,Low
13.6,22.75,25.8,1777.93,23.0,27.9,88.4,3,M20,24.16,1.07,Medium
4.19,114.8,79.93,798.25,32.6,20.8,74.8,6,M30,18.25,1.03,High
14.75,45.82,40.35,2606.57,14.8,32.5,82.2,8,M20,17.98,0.99,High
2.15,41.37,66.23,2479.02,9.2,13.5,75.9,6,M20,2.26,0.26,High
3.07,8.43,83.05,937.32,54.5,40.5,67.3,10,M40,23.23,1.06,Medium
2.8,58.85,39.68,3171.59,20.8,30.6,52.0,3,M50,11.74,0.75,Low
13.42,13.97,21.26,454.86,61.7,31.9,87.7,5,M20,21.31,0.91,Medium
9.83,30.58,48.96,3441.14,74.7,22.2,68.8,9,M50,0.32,1.25,Low
2.32,38.72,82.19,3024.84,6.7,43.1,49.9,8,M30,7.46,1.09,High
6.63,97.25,73.37,2438.86,36.0,5.1,26.3,6,M30,24.9,1.11,High
9.25,105.18,10.6,3291.75,60.4,12.9,41.8,9,M20,10.7,0.4,Low
1.3,36.99,63.87,2555.86,59.4,36.7,60.8,2,M30,22.21,0.72,High
13.24,103.19,53.61,747.55,57.2,19.6,40.7,9,M30,8.2,1.24,Medium
12.06,103.01,82.13,1603.33,26.8,43.4,36.6,10,M30,13.13,0.84,High
7.6,91.99,15.41,343.11,34.6,10.8,59.6,10,M30,21.36,0.31,Low
14.51,18.46,50.39,1424.84,45.0,12.2,32.7,6,M30,15.15,1.01,Medium
6.3,83.15,79.75,2621.45,73.1,43.3,80.0,9,M30,18.13,0.25,High
14.76,113.46,39.85,1413.91,25.2,17.9,56.3,4,M30,5.72,1.02,Medium
10.04,82.22,45.97,1223.0,69.3,21.0,63.0,5,M40,3.9,1.17,Medium
9.54,40.46,10.99,2124.21,20.9,10.0,31.1,2,M40,5.76,0.67,Low
2.53,60.57,28.64,3065.5,74.2,6.6,44.3,3,M20,12.33,0.65,Medium
13.23,77.84,32.58,261.78,50.6,29.4,50.8,1,M30,20.02,0.53,Medium
6.44,61.76,85.34,1410.6,35.3,-2.8,80.6,4,M40,8.85,1.16,Medium
2.48,15.27,29.03,638.02,46.4,42.8,77.8,2,M20,14.12,0.8,Medium
0.24,38.14,44.17,2464.2,21.2,36.8,36.7,2,M40,20.12,0.84,Medium
8.42,96.49,62.06,459.46,21.3,1.4,66.2,1,M30,5.97,0.93,Medium
7.93,103.51,18.79,2360.35,9.4,31.6,38.3,10,M30,22.07,0.53,Low
10.8,17.34,46.35,1073.01,9.4,26.2,94.1,2,M20,23.83,0.68,High
13.36,114.33,67.78,776.32,26.7,1.1,91.4,4,M50,0.97,1.02,Medium
1.24,40.13,78.68,3283.6,57.5,6.4,62.2,6,M50,1.48,1.28,Medium
10.99,79.82,58.23,162.98,46.0,14.5,72.4,7,M50,2.27,0.24,Low
2.85,90.47,61.87,1588.44,8.6,32.0,80.1,7,M20,19.42,0.25,High
12.88,97.62,15.73,173.53,64.1,28.3,74.1,7,M40,4.73,0.67,Low
12.29,113.54,85.39,1744.22,45.5,21.9,72.5,4,M30,18.14,0.93,High
8.13,38.24,16.27,1803.56,72.1,36.1,91.9,5,M40,11.03,0.63,Low
10.67,103.16,70.85,1193.65,50.6,35.5,64.7,3,M20,20.91,1.3,High
4.75,16.67,27.51,549.35,14.0,27.1,67.7,1,M40,20.21,0.41,Low
7.09,84.9,84.36,1379.72,36.1,37.2,83.7,8,M50,23.99,0.21,Medium
12.33,89.3,66.2,2385.69,49.0,10.1,70.2,10,M20,6.28,0.41,High
6.92,81.65,69.07,2760.15,3.1,42.9,75.0,7,M20,5.73,1.18,High
5.4,31.03,23.62,1904.55,2.1,26.9,37.6,9,M20,0.79,0.36,Low
7.44,104.89,42.66,2105.44,10.6,39.3,47.8,10,M20,10.26,0.73,Medium
12.43,21.09,57.51,782.1,19.6,22.8,31.0,4,M30,11.48,0.66,Medium
5.06,7.38,70.45,1076.92,32.8,3.1,57.9,5,M40,24.11,0.93,Medium
2.65,86.38,13.84,650.45,37.1,22.5,54.2,5,M20,20.77,0.26,Low
10.69,57.58,86.8,947.6,11.2,12.3,94.8,7,M30,4.17,0.92,High
12.4,102.04,80.67,864.62,50.8,31.8,65.8,9,M30,19.96,0.59,High
1.55,46.62,27.98,1866.13,45.1,18.5,79.0,8,M20,4.46,1.22,Low
3.64,21.03,74.93,2013.14,22.8,40.2,45.1,7,M30,1.94,1.13,Medium
2.17,100.54,49.06,3312.82,2.0,30.7,82.4,1,M20,20.93,0.64,High
