vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk,material_grade_encoded,failure_risk_encoded,stress_capacity_ratio,vibration_severity_index,maintenance_decay_index,settlement_load_interaction,environmental_exposure_index,age_group_encoded
3.75,5.99,22.79,3243.81,68.9,14.1,26.6,2,M20,22.47,0.48,Medium,0,2,1.1395,22.46,32.81,10.786,9.07,2
13.07,50.88,8.35,482.51,34.3,-6.0,35.1,3,M40,0.13495,0.23,Low,2,1,0.2088,665.0,11.065,0.031,4.91,1
6.71,21.02,68.01,422.61,56.1,21.0,31.6,7,M40,18.47,1.13,Medium,2,2,1.7002,141.04,7.901,20.871,12.96,2
7.75,105.64,75.35,1232.23,35.6,10.8,56.1,5,M30,15.47,0.52,High,1,0,2.5117,818.71,6.98,8.044,17.28,1
5.42,67.29,87.27,1370.13,17.9,30.3,59.7,10,M30,23.04,1.12,High,1,0,2.909,364.71,1.772,25.805,30.03,1
8.91,28.53,80.64,828.62,15.8,47.1,91.2,7,M40,11.42,0.73,Medium,2,2,2.016,254.2,2.225,8.337,61.2,1
2.49,60.79,56.05,2089.41,32.5,19.1,25.5,2,M20,16.44,0.4,High,0,0,2.8025,151.37,15.476,6.576,9.97,1
5.9,88.05,50.05,1605.91,56.9,18.0,65.0,4,M30,24.32,1.08,Medium,1,2,1.6683,519.5,13.878,26.266,24.7,2
14.54,115.02,7.37,216.2,45.8,29.3,59.5,1,M30,18.6,0.61,Low,1,1,0.2457,1672.39,41.636,11.346,29.33,2
3.91,27.23,25.97,1186.82,52.0,-3.8,58.7,5,M20,1.68,0.98,Low,0,1,1.2985,106.47,10.196,1.646,9.51,2
9.87,106.46,44.07,2855.47,21.9,5.2,85.5,8,M20,4.19,1.12,Medium,0,2,2.2035,1050.76,2.704,4.693,21.55,1
4.91,112.18,58.42,2444.99,36.6,45.1,35.4,1,M40,20.54,1.26,Medium,2,2,1.4605,550.8,33.273,25.88,23.05,1
11.61,110.05,52.37,2564.56,4.3,30.2,23.1,7,M30,8.37,0.29,Medium,1,2,1.7457,1277.68,0.606,2.427,11.6,0
2.01,76.61,68.12,2473.6,61.5,-9.2,70.4,7,M30,17.65,0.21,Medium,1,2,2.2707,153.99,8.662,3.706,7.6,2
14.55,75.95,28.78,1157.31,74.3,2.3,45.9,7,M30,17.5,0.8,Low,1,1,0.9593,1105.07,10.465,14.0,10.24,2
6.83,48.98,53.02,438.86,31.1,31.0,21.3,1,M50,24.84,0.49,Low,3,1,1.0604,334.53,28.273,12.172,10.86,1
3.58,90.54,12.49,1026.39,1.8,35.9,38.9,3,M30,11.75,0.72,Low,1,1,0.4163,324.13,0.581,8.46,21.75,0
1.15,64.22,40.16,2928.07,13.6,40.4,43.2,2,M20,18.45,0.28,Medium,0,2,2.008,73.85,6.476,5.166,26.09,0
2.59,81.62,68.76,3433.6,49.3,7.5,66.3,5,M30,1.22,0.75,Medium,1,2,2.292,211.4,9.667,0.915,18.23,2
7.82,51.99,63.94,1779.08,46.3,45.9,32.9,2,M30,11.56,0.34,Medium,1,2,2.1313,406.56,22.048,3.93,21.68,2
5.09,88.05,89.2,132.98,59.3,23.2,51.0,5,M20,4.67,1.12,High,0,0,4.46,448.17,11.627,5.23,22.03,2
12.44,99.11,28.62,576.15,19.8,31.8,56.2,5,M30,21.01,1.04,Medium,1,2,0.954,1232.93,3.882,21.85,29.11,1
6.49,18.43,47.35,1195.07,57.5,25.8,54.4,4,M30,21.0,0.28,Medium,1,2,1.5783,119.61,14.024,5.88,24.92,2
3.77,100.12,33.01,2067.19,51.9,-2.6,93.0,7,M30,5.91,1.12,Low,1,1,1.1003,377.45,7.31,6.619,16.18,2
9.28,65.3,42.45,355.32,24.9,47.8,23.4,10,M30,7.96,0.56,Low,1,1,1.415,605.98,2.465,4.458,15.87,1
10.62,101.52,77.84,3307.41,41.4,-2.6,91.3,6,M40,17.56,0.59,Medium,2,2,1.946,1078.14,6.787,10.36,15.89,2
2.55,52.32,63.16,1341.28,11.9,5.3,63.6,2,M50,18.46,0.4,Low,3,1,1.2632,133.42,5.667,7.384,16.09,0
2.56,46.11,80.01,3202.79,34.5,38.8,79.7,4,M50,16.44,1.12,Medium,3,2,1.6002,118.04,8.415,18.413,46.86,1
0.6,109.89,22.3,2753.77,66.2,27.1,52.3,7,M40,24.90505,0.65,Low,2,1,0.5575,65.93,9.324,16.188,24.63,2
11.06,30.89,79.24,2668.49,32.2,40.3,54.0,9,M30,21.72,0.25,High,1,0,2.6413,341.64,3.538,5.43,32.56,1
9.97,101.46,10.08,2162.85,63.1,20.9,85.9,9,M40,10.43,1.26,Low,2,1,0.252,1011.56,6.934,13.142,35.13,2
7.15,58.6,80.53,2231.06,44.7,12.6,87.2,3,M40,8.17,0.48,Medium,2,2,2.0133,418.99,14.419,3.922,28.43,2
12.67,62.18,32.97,2269.21,15.2,45.3,37.9,1,M40,14.92,1.23,Medium,2,2,0.8242,787.82,13.818,18.352,24.75,1
12.09,37.71,31.74,2237.65,44.0,-7.8,34.9,9,M20,20.44,0.53,Medium,0,2,1.587,455.91,4.835,10.833,4.26,2
8.8,69.19,48.53,1982.68,38.4,41.4,57.2,8,M20,11.88,1.11,High,0,0,2.4265,608.87,4.741,13.187,35.12,1
13.03,39.7,84.96,3453.81,30.5,3.8,87.5,7,M50,18.44,0.93,Medium,3,2,1.6992,517.29,4.296,17.149,20.82,1
3.13,5.67,9.06,2589.79,9.9,40.9,44.2,6,M50,0.48,1.15,Low,3,1,0.1812,17.75,1.623,0.552,26.92,0
1.72,33.37,34.94,2741.62,31.8,-1.6,68.9,10,M30,23.15,1.27,Medium,1,2,1.1647,57.4,3.149,29.4,12.68,1
4.08,1.76,77.81,3066.37,6.4,24.8,73.1,7,M50,19.35,1.16,Medium,3,2,1.5562,7.18,0.901,22.446,32.75,0
0.9,117.42,38.66,833.18,8.3,43.3,78.4,9,M40,9.85,0.64,Low,2,1,0.9665,105.68,0.912,6.304,49.63,0
7.99,115.92,21.93,384.93,31.8,18.4,62.3,6,M30,9.6,1.1,Low,1,1,0.731,926.2,5.213,10.56,23.92,1
14.05,48.02,41.11,1741.84,23.6,34.8,50.2,10,M30,2.57,0.98,Medium,1,2,1.3703,674.68,2.337,2.519,27.51,1
0.64,87.68,37.77,1847.87,69.5,38.3,92.5,3,M30,20.4,0.27,Medium,1,2,1.259,56.12,22.419,5.508,53.93,2
1.88,42.15,82.81,2919.22,28.8,34.2,65.8,3,M30,19.22,1.22,High,1,0,2.7603,79.24,9.29,23.448,35.66,1
6.81,80.86,69.76,1608.86,57.1,45.5,74.6,4,M50,15.76,0.71,Medium,3,2,1.3952,550.66,13.927,11.19,48.86,2
14.01,96.85,47.93,2040.9,40.2,16.8,45.9,10,M30,2.54,0.35,Medium,1,2,1.5977,1356.87,3.98,0.889,16.89,2
4.78,113.66,89.01,1892.04,53.1,0.4,70.2,10,M40,6.56,0.67,Medium,2,2,2.2252,543.29,5.257,4.395,14.32,2
7.63,48.63,44.55,229.89,20.2,-7.1,39.3,8,M40,11.47,0.86,Low,2,1,1.1138,371.05,2.494,9.864,5.07,1
0.67,94.21,9.95,2191.73,70.7,4.8,38.4,10,M20,6.65,0.83,Low,0,1,0.4975,63.12,7.0,5.52,9.52,2
2.27,32.65,27.29,2915.35,40.2,-1.4,73.6,9,M20,10.85,0.83,Low,0,1,1.3645,74.12,4.418,9.006,13.69,2
14.8,118.85,42.07,635.5,62.5,23.5,59.1,8,M40,5.65,0.48,Low,2,1,1.0518,1758.98,7.716,2.712,25.71,2
14.48,4.07,18.34,2120.73,28.0,1.1,71.2,10,M20,8.74,0.9,Low,0,1,0.917,58.93,2.772,7.866,15.02,1
0.17485,72.82,85.54,2118.28,8.4,-7.7,40.2,2,M40,16.31,1.2,Medium,2,2,2.1385,12.73,4.0,19.572,4.94,0
14.28,79.48,70.18,658.23,50.9,-7.8,64.9,4,M20,22.31,0.63,High,0,0,3.509,1134.97,12.415,14.055,7.92,2
9.6,82.88,27.8,519.78,1.6,39.9,53.3,4,M30,9.63,0.89,Low,1,1,0.9267,795.65,0.39,8.571,31.93,0
13.03,15.33,55.22,3432.18,36.2,25.5,64.8,2,M20,17.3,0.47,High,0,0,2.761,199.75,17.238,8.131,29.48,1
6.85,112.69,66.32,1438.65,15.3,11.5,41.8,8,M20,3.37,0.25,High,0,0,3.316,771.93,1.889,0.842,13.17,1
7.76,22.56,85.01,873.23,47.4,43.7,73.7,3,M20,13.52,0.84,High,0,0,4.2505,175.07,15.29,11.357,46.95,2
7.36,75.11,79.94,682.5,73.5,-5.8,80.4,2,M50,23.04,0.25,Medium,3,2,1.5988,552.81,35.0,5.76,11.42,2
10.02,27.5,48.79,2369.85,35.4,48.8,39.5,7,M30,0.7,1.0,Medium,1,2,1.6263,275.55,4.986,0.7,27.18,1
2.14,37.56,70.85,2172.11,61.5,27.0,42.5,1,M50,6.69,0.94,Medium,3,2,1.417,80.38,55.909,6.289,19.97,2
0.5,66.03,52.78,2288.08,38.6,1.0,69.6,6,M50,3.31,0.61,Low,3,1,1.0556,33.02,6.328,2.019,14.62,1
4.65,50.65,51.98,399.22,37.7,30.7,72.2,3,M50,13.33,0.65,Low,3,1,1.0396,235.52,12.161,8.664,36.61,1
10.58,20.07,14.75,3138.02,69.9,35.8,72.8,3,M30,16.99,1.21,Medium,1,2,0.4917,212.34,22.548,20.558,40.62,2
3.07,21.34,15.72,1423.51,66.9,15.8,71.2,5,M40,1.44,0.21,Low,2,1,0.393,65.51,13.118,0.302,25.49,2
10.12,50.76,50.01,1165.46,59.1,41.7,49.5,3,M20,1.76,0.82,High,0,0,2.5005,513.69,19.065,1.443,30.54,2
14.55,91.12,27.85,1672.03,22.9,-1.0,49.6,4,M20,21.74,1.22,Medium,0,2,1.3925,1325.8,5.585,26.523,9.42,1
1.45,107.86,6.79,1426.22,41.3,6.7,39.1,3,M40,11.41,1.21,Low,2,1,0.1698,156.4,13.323,13.806,10.44,2
10.11,11.01,66.44,3036.16,17.6,-4.4,31.8,7,M20,11.57,0.84,High,0,0,3.322,111.31,2.479,9.719,4.96,1
6.68,47.78,7.76,3259.49,33.8,2.7,71.9,3,M50,23.61,0.62,Low,3,1,0.1552,319.17,10.903,14.638,16.32,1
13.03,12.93,55.6,1131.74,36.8,4.3,27.0,10,M40,8.01,0.31,Low,2,1,1.39,168.48,3.644,2.483,6.56,1
2.7,2.97,50.83,3037.38,62.5,45.1,90.3,4,M30,22.43,0.39,Medium,1,2,1.6943,8.02,15.244,8.748,58.79,2
10.4,79.74,87.35,2757.18,67.3,-5.3,82.0,2,M20,24.36,0.95,High,0,0,4.3675,829.3,32.048,23.142,12.05,2
12.58,72.69,46.16,3264.75,31.7,15.6,84.3,2,M40,6.04,0.22,Medium,2,2,1.154,914.44,15.095,1.329,30.01,1
14.17,20.4,10.41,935.55,2.3,21.9,88.0,9,M30,12.85,1.17,Low,1,1,0.347,289.07,0.253,15.034,36.87,0
10.26,28.82,51.89,2061.66,64.8,43.9,50.6,1,M40,13.36,0.85,Medium,2,2,1.2972,295.69,58.909,11.356,32.33,2
7.48,3.82,76.49,1033.45,13.9,49.7,83.5,1,M30,21.65,0.25,High,1,0,2.5497,28.57,12.636,5.412,58.2,0
9.29,100.36,89.34050000000002,2901.92,47.0,35.2,31.9,10,M20,7.6,0.46,High,0,0,4.467,932.34,4.653,3.496,17.61,2
13.04,116.99,41.58,118.1,2.8,48.2,21.6,1,M30,19.95,0.85,Medium,1,2,1.386,1525.55,2.545,16.958,14.73,0
8.58,17.12,32.23,2020.39,30.6,37.2,78.9,3,M30,24.28,0.24,Medium,1,2,1.0743,146.89,9.871,5.827,45.13,1
0.5,28.55,82.07,1253.29,74.0,47.8,25.6,2,M20,21.01,1.06,High,0,0,4.1035,14.28,35.238,22.271,17.36,2
13.97,104.34,21.26,1197.12,8.5,32.4,94.1,3,M20,22.73,1.21,Medium,0,2,1.063,1457.63,2.742,27.503,49.31,0
10.36,111.25,57.31,2292.68,32.4,-5.2,70.6,5,M30,17.71,1.26,High,1,0,1.9103,1152.55,6.353,22.315,10.45,1
10.16,50.94,39.49,2995.05,23.7,14.1,76.5,9,M40,22.6,1.01,Medium,2,2,0.9872,517.55,2.604,22.826,26.09,1
3.27,7.02,8.49,2171.26,68.0,28.8,38.4,2,M30,4.12,1.14,Low,1,1,0.283,22.96,32.381,4.697,18.74,2
9.9,5.69,34.52,3000.79,65.3,11.0,70.5,1,M20,17.81,0.87,High,0,0,1.726,56.33,59.364,15.495,21.86,2
5.94,69.3,27.54,999.63,18.6,6.4,23.2,6,M30,18.3,0.7,Low,1,1,0.918,411.64,3.049,12.81,6.12,1
9.79,47.75,63.32,1866.31,7.0,24.6,82.8,3,M30,10.98,0.98,Medium,1,2,2.1107,467.47,2.258,10.76,36.93,0
1.64,4.41,85.65,1631.82,47.4,46.0,32.7,7,M30,1.99,0.45,High,1,0,2.855,7.23,6.676,0.896,21.58,2
9.88,70.41,27.78,139.59,25.9,-7.9,72.3,6,M30,15.56,0.32,Low,1,1,0.926,695.65,4.246,4.979,8.75,1
14.91505,2.35,73.97,1993.16,50.7,36.2,36.8,7,M30,1.3,1.04,High,1,0,2.4657,35.05,7.141,1.352,20.68,2
0.77,94.7,9.71,2349.18,3.4,33.4,25.1,5,M20,9.56,1.25,Low,0,1,0.4855,72.92,0.667,11.95,13.4,0
14.66,37.47,50.74,2112.51,10.9,47.8,56.1,1,M30,9.84,0.84,Medium,1,2,1.6913,549.31,9.909,8.266,38.04,0
6.13,5.79,11.0,2603.35,51.8,45.8,32.7,3,M30,24.90505,0.73,Low,1,1,0.3667,35.49,16.71,18.181,21.52,2
13.07,71.01,84.39,2042.55,16.7,35.7,74.7,3,M30,7.5,0.79,High,1,0,2.813,928.1,5.387,5.925,41.61,1
11.75,48.32,70.14,326.95,64.5,21.2,37.8,7,M40,20.51,0.73,Medium,2,2,1.7535,567.76,9.085,14.972,15.57,2
8.53,116.88,60.93,495.91,5.3,2.3,45.7,3,M30,1.33,0.69,Medium,1,2,2.031,996.99,1.71,0.918,10.19,0
11.09,65.76,75.03,2128.01,16.9,22.7,62.6,5,M40,13.24,1.24,Medium,2,2,1.8758,729.28,3.314,16.418,26.73,1
13.18,33.75,60.04,1034.93,74.65050000000001,35.9,41.4,4,M40,13.42,0.73,Medium,2,2,1.501,444.82,18.207,9.797,23.14,2
6.09,85.42,87.36,370.79,33.0,43.7,48.3,4,M20,15.72,0.29,High,0,0,4.368,520.21,8.049,4.559,30.77,1
4.94,33.31,65.69,1560.65,53.0,37.4,81.2,7,M50,20.25,1.04,Medium,3,2,1.3138,164.55,7.465,21.06,46.61,2
10.03,108.6,83.6,1984.7,14.5,1.7,33.4,1,M20,19.05,0.63,High,0,0,4.18,1089.26,13.182,12.002,7.25,0
12.13,45.59,48.96,1217.74,46.1,26.0,26.2,7,M50,19.03,0.98,Medium,3,2,0.9792,553.01,6.493,18.649,12.05,2
11.45,66.43,14.95,2549.47,54.7,9.9,44.6,8,M20,10.81,0.84,Low,0,1,0.7475,760.62,6.753,9.08,13.34,2
11.98,7.02,49.9,2288.82,24.3,-9.4,51.8,3,M30,18.19,0.98,Medium,1,2,1.6633,84.1,7.839,17.826,5.49,1
6.56,51.71,15.78,1231.58,62.3,2.0,60.7,3,M30,12.28,0.27,Low,1,1,0.526,339.22,20.097,3.316,13.35,2
12.28,100.05,55.36,2666.57,45.7,-3.2,47.9,4,M50,1.67,0.24,Low,3,1,1.1072,1228.61,11.146,0.401,8.05,2
1.85,96.87,46.01,2305.56,29.8,40.6,79.2,6,M20,22.25,0.62,High,0,0,2.3005,179.21,4.885,13.795,48.0,1
8.19,27.69,57.92,2267.31,42.3,5.5,22.9,7,M40,22.25,0.96,Medium,2,2,1.448,226.78,5.958,21.36,5.84,2
0.17485,27.9,5.85,1981.65,43.7,7.1,52.4,1,M40,8.07,0.45,Low,2,1,0.1462,4.88,39.727,3.632,14.2,2
4.9,98.26,21.56,138.72,13.2,47.6,48.7,4,M20,22.85,0.68,Low,0,1,1.078,481.47,3.22,15.538,32.92,0
5.53,111.72,46.76,2468.12,30.8,12.7,68.6,7,M30,18.95,1.28,Medium,1,2,1.5587,617.81,4.338,24.256,22.43,1
5.97,12.35,85.79,1378.54,26.4,-9.4,92.5,2,M30,10.02,0.44,High,1,0,2.8597,73.73,12.571,4.409,9.8,1
10.45,54.56,37.61,3304.87,30.7,7.0,58.3,1,M30,8.29,1.13,Medium,1,2,1.2537,570.15,27.909,9.368,15.74,1
5.86,41.16,41.07,2881.15,57.3,-2.8,94.0,1,M40,24.38,1.11,Medium,2,2,1.0268,241.2,52.091,27.062,16.17,2
6.76,104.61,65.75,2098.16,36.7,-3.8,42.7,10,M50,17.82,1.18,Medium,3,2,1.315,707.16,3.634,21.028,6.92,1
3.6,10.94,56.32,957.42,70.6,-5.4,22.3,6,M40,9.47,1.21,Medium,2,2,1.408,39.38,11.574,11.459,3.26,2
5.63,26.12,30.41,792.64,22.7,25.6,32.4,5,M50,16.05,0.76,Low,3,1,0.6082,147.06,4.451,12.198,14.77,1
3.45,90.54,39.92,1257.31,31.8,1.4,49.6,1,M20,14.29,0.95,Medium,0,2,1.996,312.36,28.909,13.575,10.61,1
1.14,7.1,23.5,1720.33,59.2,11.7,43.7,10,M20,13.11,0.88,Low,0,1,1.175,8.09,5.861,11.537,13.85,2
9.07,59.61,87.11,1106.62,41.4,41.7,27.3,3,M40,16.12,0.54,High,2,0,2.1778,540.66,13.355,8.705,16.84,2
10.04,53.61,16.1,1850.76,41.5,15.5,52.4,7,M40,13.44,0.51,Low,2,1,0.4025,538.24,5.845,6.854,18.6,2
9.31,40.79,36.61,662.26,4.9,44.9,45.4,9,M20,16.37,0.58,Medium,0,2,1.8305,379.75,0.538,9.495,29.46,0
6.98,47.95,7.2,3424.22,30.5,19.9,29.2,9,M30,22.69,0.44,Low,1,1,0.24,334.69,3.352,9.984,11.65,1
5.73,64.06,23.85,466.94,21.0,13.9,42.2,6,M40,24.83,1.03,Low,2,1,0.5963,367.06,3.443,25.575,14.31,1
12.96,20.2,71.34,3268.61,74.65050000000001,35.0,86.5,3,M20,17.73,1.26,High,0,0,3.567,261.79,24.081,22.34,47.58,2
7.81,69.07,22.1,3206.17,23.8,-5.6,42.7,1,M20,23.2,1.15,Medium,0,2,1.105,539.44,21.636,26.68,6.15,1
7.21,96.85,11.81,1886.23,66.5,-4.6,73.5,3,M40,21.46,0.44,Low,2,1,0.2952,698.29,21.452,9.442,11.32,2
0.43,91.46,45.33,2564.69,51.0,29.1,65.9,10,M50,7.38,0.26,Low,3,1,0.9066,39.33,5.05,1.919,32.36,2
5.15,19.31,5.85,1582.56,26.2,19.2,52.0,2,M40,23.32,1.03,Low,2,1,0.1462,99.45,12.476,24.02,20.38,1
5.73,18.76,12.21,2242.12,41.2,37.4,37.9,5,M40,1.77,0.63,Low,2,1,0.3052,107.49,8.078,1.115,21.75,2
6.01,32.91,73.65,1257.96,63.2,45.0,47.7,8,M30,8.25,1.11,High,1,0,2.455,197.79,7.802,9.158,31.01,2
8.72,43.97,70.58,1123.94,66.4,13.3,64.4,5,M40,16.0,1.06,Medium,2,2,1.7645,383.42,13.02,16.96,21.45,2
8.03,49.61,82.79,2065.98,12.9,25.8,46.3,1,M20,13.17,0.89,High,0,0,4.1395,398.37,11.727,11.721,21.21,0
9.14,81.88,77.63,1793.64,26.1,20.0,36.1,3,M50,13.56,0.48,Medium,3,2,1.5526,748.38,8.419,6.509,14.44,1
11.49,7.74,63.07,2070.42,25.8,48.9,28.7,5,M30,19.87,0.31,High,1,0,2.1023,88.93,5.059,6.16,19.77,1
12.2,5.13,9.45,1074.65,4.1,39.9,86.0,7,M30,4.87,0.48,Low,1,1,0.315,62.59,0.577,2.338,51.51,0
10.79,47.64,71.54,1347.66,45.3,44.7,53.0,5,M40,24.55,0.76,Medium,2,2,1.7885,514.04,8.882,18.658,34.29,2
14.34,83.96,76.87,385.25,64.3,5.3,66.9,10,M20,10.94,1.28,High,0,0,3.8435,1203.99,6.366,14.003,16.93,2
0.32,24.02,72.92,277.74,29.2,36.4,56.8,5,M50,23.75,0.27,Low,3,1,1.4584,7.69,5.725,6.413,32.04,1
2.98,77.34,48.22,961.75,55.8,5.9,85.4,7,M30,9.58,0.42,Medium,1,2,1.6073,230.47,7.859,4.024,22.12,2
0.17485,31.92,24.8,352.44,47.4,2.5,61.0,8,M30,15.04,0.89,Low,1,1,0.8267,5.58,5.852,13.386,13.72,2
9.73,106.44,76.85,452.83,28.8,46.7,56.1,8,M20,11.26,0.53,High,0,0,3.8425,1035.66,3.556,5.968,37.42,1
13.48,107.59,66.81,2863.96,11.4,-8.8,89.3,7,M40,16.9,1.14,Medium,2,2,1.6702,1450.31,1.606,19.266,10.0,0
3.69,36.38,88.36,232.17,53.5,47.9,74.0,3,M40,4.59,0.35,Medium,2,2,2.209,134.24,17.258,1.606,50.25,2
13.91,28.37,18.23,2340.41,64.2,-1.0,28.4,2,M20,10.02,1.26,Medium,0,2,0.9115,394.63,30.571,12.625,5.4,2
0.95,49.95,24.18,1026.7,51.8,39.2,33.3,1,M20,1.71,1.2,Low,0,1,1.209,47.45,47.091,2.052,19.71,2
14.02,29.62,23.0,3063.26,2.3,6.6,79.0,6,M50,14.95,1.18,Low,3,1,0.46,415.27,0.377,17.641,21.01,0
5.31,81.01,72.37,1748.97,17.0,11.0,82.7,9,M20,24.07,0.39,High,0,0,3.6185,430.16,1.868,9.387,25.64,1
1.57,99.3,20.89,1138.96,6.1,3.0,60.9,3,M30,1.15,0.56,Low,1,1,0.6963,155.9,1.968,0.644,14.01,0
7.31,81.1,10.67,1859.97,43.2,25.1,61.6,5,M30,16.49,1.08,Low,1,1,0.3557,592.84,8.471,17.809,27.78,2
3.89,99.1,89.34050000000002,1398.66,57.0,10.9,67.4,9,M40,19.38,1.09,Medium,2,2,2.2335,385.5,6.264,21.124,20.83,2
4.31,48.24,7.11,2018.62,9.2,29.4,52.9,9,M30,5.33,0.98,Low,1,1,0.237,207.91,1.011,5.223,26.13,0
4.64,19.6,76.0,489.41,63.0,-9.1,71.0,7,M30,6.83,0.69,Medium,1,2,2.5333,90.94,8.873,4.713,7.74,2
12.06,88.82,36.06,3478.6891000000005,42.1,-6.1,28.1,4,M50,5.04,0.54,Low,3,1,0.7212,1071.17,10.268,2.722,3.91,2
8.11,43.9,76.54,1546.89,52.1,-4.0,92.1,2,M20,7.44,1.26,High,0,0,3.827,356.03,24.81,9.374,14.74,2
4.7,80.88,52.14,1283.98,72.9,15.1,76.3,2,M20,2.75,0.35,High,0,0,2.607,380.14,34.714,0.962,26.78,2
9.17,33.21,81.64,2514.71,7.2,38.9,67.3,4,M20,9.26,0.25,High,0,0,4.082,304.54,1.756,2.315,39.64,0
10.76,10.67,83.73,1337.26,67.7,43.3,43.7,1,M50,9.22,0.21,Medium,3,2,1.6746,114.81,61.545,1.936,27.66,2
4.13,119.12,5.77,2933.13,10.3,4.7,32.1,4,M40,20.18,1.05,Low,2,1,0.1442,491.97,2.512,21.189,7.93,0
6.23,19.59,11.41,1644.52,30.1,24.5,50.7,6,M20,20.02,0.26,Low,0,1,0.5705,122.05,4.934,5.205,22.56,1
1.87,118.62,26.28,2546.5,64.0,36.1,69.6,6,M40,19.92,0.79,Low,2,1,0.657,221.82,10.492,15.737,39.05,2
2.76,117.3,61.89,465.34,68.1,7.3,67.5,7,M30,14.18,0.6,Medium,1,2,2.063,323.75,9.592,8.508,18.43,2
10.23,95.46,80.5,2976.81,38.5,14.5,48.7,5,M50,8.15,0.36,Medium,3,2,1.61,976.56,7.549,2.934,16.8,1
2.76,79.47,44.1,2601.44,45.0,21.4,66.0,9,M20,10.27,1.01,Medium,0,2,2.205,219.34,4.945,10.373,27.32,2
7.9,69.76,56.59,819.84,53.4,-1.9,81.0,2,M40,7.94,0.26,Low,2,1,1.4148,551.1,25.429,2.064,14.66,2
10.65,104.07,21.02,593.97,62.6,-8.4,22.0,2,M30,14.55,0.55,Low,1,1,0.7007,1108.35,29.81,8.003,2.55,2
1.65,35.44,73.42,1175.39,10.0,-0.8,53.8,4,M20,23.45,0.82,High,0,0,3.671,58.48,2.439,19.229,10.33,0
8.53,56.65,87.22,3418.64,60.9,27.6,76.9,4,M40,7.11,0.64,High,2,0,2.1805,483.22,14.854,4.55,36.6,2
3.89,74.71,27.83,973.23,36.6,-5.6,61.0,4,M20,11.47,0.49,Low,0,1,1.3915,290.62,8.927,5.62,8.78,1
14.45,49.93,47.06,1650.83,34.3,1.4,68.9,1,M40,16.38,1.22,Medium,2,2,1.1765,721.49,31.182,19.984,14.74,1
7.28,51.87,12.32,202.07,32.4,10.3,58.8,4,M40,21.12,1.22,Low,2,1,0.308,377.61,7.902,25.766,17.82,1
12.1,40.3,52.53,1450.57,38.7,-5.3,94.4,5,M30,6.33,0.66,Medium,1,2,1.751,487.63,7.588,4.178,13.88,1
8.28,68.14,47.74,2042.49,70.9,1.5,24.1,9,M20,7.01,0.63,Medium,0,2,2.387,564.2,7.791,4.416,5.18,2
0.7,102.22,17.28,3340.62,41.6,44.7,56.8,3,M50,22.13,0.54,Low,3,1,0.3456,71.55,13.419,11.95,36.75,2
9.52,24.98,42.58,1856.9,71.5,-8.8,26.9,3,M20,2.01,1.14,High,0,0,2.129,237.81,23.065,2.291,3.01,2
14.27,112.2,33.4,2884.96,14.3,29.2,32.0,5,M30,15.14,0.82,Medium,1,2,1.1133,1601.09,2.804,12.415,15.74,0
9.04,83.0,49.36,1960.23,54.6,13.1,48.7,10,M40,21.51,0.3,Low,2,1,1.234,750.32,5.406,6.453,16.12,2
12.3,98.97,54.78,238.67,61.1,30.4,31.7,6,M50,23.04,1.14,Medium,3,2,1.0956,1217.33,10.016,26.266,15.98,2
13.27,67.19,5.72,1171.03,51.3,25.3,92.3,3,M30,0.32,0.79,Low,1,1,0.1907,891.61,16.548,0.253,41.81,2
3.46,93.76,69.69,2056.87,45.9,3.4,91.0,1,M20,9.24,0.66,High,0,0,3.4845,324.41,41.727,6.098,21.29,2
3.22,2.93,65.61,3332.02,42.8,40.8,45.2,10,M40,6.43,0.57,Medium,2,2,1.6402,9.43,4.238,3.665,27.48,2
9.18,98.39,36.13,3021.04,64.7,19.5,68.0,8,M20,14.2,0.31,Medium,0,2,1.8065,903.22,7.988,4.402,26.86,2
6.19,5.78,9.5,876.41,61.8,39.4,60.0,1,M20,15.82,1.25,Low,0,1,0.475,35.78,56.182,19.775,35.64,2
12.61,106.9,69.17,848.37,10.0,14.4,81.2,2,M50,24.90505,1.02,Medium,3,2,1.3834,1348.01,4.762,25.403,27.93,0
13.51,119.04,86.19,783.99,63.8,49.1,67.1,3,M30,12.82,0.34,High,1,0,2.873,1608.23,20.581,4.359,46.37,2
5.33,35.99,25.41,3236.5,31.6,36.2,20.3,6,M20,13.79,0.76,Medium,0,2,1.2705,191.83,5.18,10.48,11.41,1
3.59,26.03,32.5,2999.06,19.8,48.0,77.2,4,M30,10.36,0.81,Low,1,1,1.0833,93.45,4.829,8.392,52.5,1
11.72,92.08,20.62,2734.6,65.4,20.9,76.0,4,M20,3.69,0.38,Low,0,1,1.031,1079.18,15.951,1.402,31.08,2
4.16,31.11,54.04,1435.3,33.0,18.4,58.2,9,M20,7.58,0.67,High,0,0,2.702,129.42,3.626,5.079,22.35,1
12.35,104.0,18.16,1814.89,60.8,35.3,87.7,6,M20,6.17,0.91,Low,0,1,0.908,1284.4,9.967,5.615,48.5,2
